case_id,activity,timestamp,resource,customer_type,priority,quantity,supplier
ORD-2026-0028,Credit Check,2026-05-01 16:20:38,Finance,B2C,standard,1,EuroMotor
ORD-2026-0021,Components Received,2026-05-01 16:36:50,Warehouse,B2C,standard,1,AsiaBatt
ORD-2026-0024,Components Received,2026-05-01 16:48:18,Warehouse,B2C,standard,3,IberElec
ORD-2026-0006,Components Received,2026-05-01 16:50:23,Warehouse,B2B,standard,17,EuroMotor
ORD-2026-0003,Production Completed,2026-05-01 17:02:59,Production,B2C,standard,2,EuroMotor
ORD-2026-0016,Delivered,2026-05-04 08:16:13,Logistics,B2C,standard,3,IberElec
ORD-2026-0012,QC Finished Goods,2026-05-04 08:48:01,Quality,B2B,standard,7,AsiaBatt
ORD-2026-0003,QC Finished Goods,2026-05-04 08:51:44,Quality,B2C,standard,2,EuroMotor
ORD-2026-0028,MRP Calculation,2026-05-04 10:09:06,Planning,B2C,standard,1,EuroMotor
ORD-2026-0025,Components Received,2026-05-04 10:33:10,Warehouse,B2C,standard,2,AsiaBatt
ORD-2026-0029,Sales Order Received,2026-05-04 10:43:00,Sales,B2C,standard,2,EuroMotor
ORD-2026-0021,QC Incoming,2026-05-04 10:51:46,Quality,B2C,standard,1,AsiaBatt
ORD-2026-0029,Credit Check,2026-05-04 11:02:55,Finance,B2C,standard,2,EuroMotor
ORD-2026-0024,QC Incoming,2026-05-04 11:04:26,Quality,B2C,standard,3,IberElec
ORD-2026-0021,Production Started,2026-05-04 11:18:01,Production,B2C,standard,1,AsiaBatt
ORD-2026-0003,Production Started,2026-05-04 11:21:19,Production,B2C,standard,2,EuroMotor
ORD-2026-0030,Sales Order Received,2026-05-04 11:43:00,Sales,B2C,urgent,1,IberElec
ORD-2026-0030,Credit Check,2026-05-04 11:51:47,Finance,B2C,urgent,1,IberElec
ORD-2026-0006,QC Incoming,2026-05-04 12:20:32,Quality,B2B,standard,17,EuroMotor
ORD-2026-0024,Production Started,2026-05-04 12:31:19,Production,B2C,standard,3,IberElec
ORD-2026-0031,Sales Order Received,2026-05-04 12:48:00,Sales,B2C,standard,3,EuroMotor
ORD-2026-0031,Credit Check,2026-05-04 12:58:42,Finance,B2C,standard,3,EuroMotor
ORD-2026-0022,Components Received,2026-05-04 13:00:30,Warehouse,B2C,standard,3,AsiaBatt
ORD-2026-0012,Production Started,2026-05-04 13:13:55,Production,B2B,standard,7,AsiaBatt
ORD-2026-0006,Production Started,2026-05-04 13:57:32,Production,B2B,standard,17,EuroMotor
ORD-2026-0022,QC Incoming,2026-05-04 14:03:45,Quality,B2C,standard,3,AsiaBatt
ORD-2026-0022,Production Started,2026-05-04 15:03:21,Production,B2C,standard,3,AsiaBatt
ORD-2026-0028,Purchase Order Created,2026-05-04 15:32:44,Purchasing,B2C,standard,1,EuroMotor
ORD-2026-0029,MRP Calculation,2026-05-04 16:05:00,Planning,B2C,standard,2,EuroMotor
ORD-2026-0030,MRP Calculation,2026-05-04 17:54:34,Planning,B2C,urgent,1,IberElec
ORD-2026-0023,Components Received,2026-05-05 08:08:31,Warehouse,B2C,standard,2,AsiaBatt
ORD-2026-0025,QC Incoming,2026-05-05 08:19:44,Quality,B2C,standard,2,AsiaBatt
ORD-2026-0014,Production Completed,2026-05-05 08:27:33,Production,B2C,standard,1,AsiaBatt
ORD-2026-0031,MRP Calculation,2026-05-05 09:12:05,Planning,B2C,standard,3,EuroMotor
ORD-2026-0025,Production Started,2026-05-05 09:41:42,Production,B2C,standard,2,AsiaBatt
ORD-2026-0023,QC Incoming,2026-05-05 09:50:00,Quality,B2C,standard,2,AsiaBatt
ORD-2026-0023,Production Started,2026-05-05 10:38:23,Production,B2C,standard,2,AsiaBatt
ORD-2026-0029,Purchase Order Created,2026-05-05 10:40:23,Purchasing,B2C,standard,2,EuroMotor
ORD-2026-0014,QC Finished Goods,2026-05-05 11:02:12,Quality,B2C,standard,1,AsiaBatt
ORD-2026-0012,Production Completed,2026-05-05 12:27:34,Production,B2B,standard,7,AsiaBatt
ORD-2026-0012,QC Finished Goods,2026-05-05 12:33:34,Quality,B2B,standard,7,AsiaBatt
ORD-2026-0014,Packaging,2026-05-05 12:53:45,Warehouse,B2C,standard,1,AsiaBatt
ORD-2026-0032,Sales Order Received,2026-05-05 13:46:00,Sales,B2C,urgent,2,AsiaBatt
ORD-2026-0032,Credit Check,2026-05-05 13:57:59,Finance,B2C,urgent,2,AsiaBatt
ORD-2026-0012,Packaging,2026-05-05 14:10:24,Warehouse,B2B,standard,7,AsiaBatt
ORD-2026-0014,Shipping,2026-05-05 14:21:36,Logistics,B2C,standard,1,AsiaBatt
ORD-2026-0009,Components Received,2026-05-05 14:43:41,Warehouse,B2C,urgent,3,EuroMotor
ORD-2026-0030,Purchase Order Created,2026-05-05 14:51:33,Purchasing,B2C,urgent,1,IberElec
ORD-2026-0027,Components Received,2026-05-05 15:06:58,Warehouse,B2C,standard,3,IberElec
ORD-2026-0009,QC Incoming,2026-05-05 15:33:32,Quality,B2C,urgent,3,EuroMotor
ORD-2026-0022,Production Completed,2026-05-05 15:39:03,Production,B2C,standard,3,AsiaBatt
ORD-2026-0012,Shipping,2026-05-05 15:40:45,Logistics,B2B,standard,7,AsiaBatt
ORD-2026-0009,Production Started,2026-05-05 17:40:00,Production,B2C,urgent,3,EuroMotor
ORD-2026-0022,QC Finished Goods,2026-05-05 17:51:29,Quality,B2C,standard,3,AsiaBatt
ORD-2026-0008,Components Received,2026-05-05 17:52:26,Warehouse,B2C,standard,3,EuroMotor
ORD-2026-0031,Purchase Order Created,2026-05-06 08:19:11,Purchasing,B2C,standard,3,EuroMotor
ORD-2026-0027,QC Incoming,2026-05-06 08:45:44,Quality,B2C,standard,3,IberElec
ORD-2026-0006,Production Completed,2026-05-06 09:36:38,Production,B2B,standard,17,EuroMotor
ORD-2026-0027,Production Started,2026-05-06 09:51:04,Production,B2C,standard,3,IberElec
ORD-2026-0021,Production Completed,2026-05-06 10:02:45,Production,B2C,standard,1,AsiaBatt
ORD-2026-0003,Production Completed,2026-05-06 10:19:43,Production,B2C,standard,2,EuroMotor
ORD-2026-0022,Packaging,2026-05-06 10:28:24,Warehouse,B2C,standard,3,AsiaBatt
ORD-2026-0008,QC Incoming,2026-05-06 10:58:04,Quality,B2C,standard,3,EuroMotor
ORD-2026-0002,Production Completed,2026-05-06 11:15:16,Production,B2C,standard,1,EuroMotor
ORD-2026-0032,MRP Calculation,2026-05-06 11:16:57,Planning,B2C,urgent,2,AsiaBatt
ORD-2026-0008,Production Started,2026-05-06 11:40:22,Production,B2C,standard,3,EuroMotor
ORD-2026-0022,Shipping,2026-05-06 11:42:27,Logistics,B2C,standard,3,AsiaBatt
ORD-2026-0014,Delivered,2026-05-06 12:01:49,Logistics,B2C,standard,1,AsiaBatt
ORD-2026-0021,QC Finished Goods,2026-05-06 12:08:10,Quality,B2C,standard,1,AsiaBatt
ORD-2026-0033,Sales Order Received,2026-05-06 12:13:00,Sales,B2C,standard,1,IberElec
ORD-2026-0033,Credit Check,2026-05-06 12:19:00,Finance,B2C,standard,1,IberElec
ORD-2026-0002,QC Finished Goods,2026-05-06 12:31:27,Quality,B2C,standard,1,EuroMotor
ORD-2026-0023,Production Completed,2026-05-06 12:44:18,Production,B2C,standard,2,AsiaBatt
ORD-2026-0034,Sales Order Received,2026-05-06 12:59:00,Sales,B2C,standard,1,EuroMotor
ORD-2026-0034,Credit Check,2026-05-06 13:21:58,Finance,B2C,standard,1,EuroMotor
ORD-2026-0003,QC Finished Goods,2026-05-06 14:03:05,Quality,B2C,standard,2,EuroMotor
ORD-2026-0021,Packaging,2026-05-06 14:14:40,Warehouse,B2C,standard,1,AsiaBatt
ORD-2026-0006,QC Finished Goods,2026-05-06 14:50:46,Quality,B2B,standard,17,EuroMotor
ORD-2026-0003,Packaging,2026-05-06 14:53:08,Warehouse,B2C,standard,2,EuroMotor
ORD-2026-0002,Packaging,2026-05-06 15:21:39,Warehouse,B2C,standard,1,EuroMotor
ORD-2026-0026,Delivered,2026-05-06 15:36:58,Logistics,B2C,standard,2,IberElec
ORD-2026-0021,Shipping,2026-05-06 15:47:12,Logistics,B2C,standard,1,AsiaBatt
ORD-2026-0003,Shipping,2026-05-06 15:50:34,Logistics,B2C,standard,2,EuroMotor
ORD-2026-0002,Shipping,2026-05-06 15:56:46,Logistics,B2C,standard,1,EuroMotor
ORD-2026-0032,Purchase Order Created,2026-05-06 16:46:41,Purchasing,B2C,urgent,2,AsiaBatt
ORD-2026-0006,Packaging,2026-05-06 16:54:38,Warehouse,B2B,standard,17,EuroMotor
ORD-2026-0023,QC Finished Goods,2026-05-06 17:29:09,Quality,B2C,standard,2,AsiaBatt
ORD-2026-0023,Packaging,2026-05-06 17:35:09,Warehouse,B2C,standard,2,AsiaBatt
ORD-2026-0033,Order Cancelled,2026-05-06 17:59:18,Sales,B2C,standard,1,IberElec
ORD-2026-0015,Components Received,2026-05-07 08:01:14,Warehouse,B2C,urgent,3,EuroMotor
ORD-2026-0017,Components Received,2026-05-07 08:30:45,Warehouse,B2B,standard,38,EuroMotor
ORD-2026-0006,Shipping,2026-05-07 08:31:53,Logistics,B2B,standard,17,EuroMotor
ORD-2026-0015,QC Incoming,2026-05-07 08:41:45,Quality,B2C,urgent,3,EuroMotor
ORD-2026-0023,Shipping,2026-05-07 08:45:50,Logistics,B2C,standard,2,AsiaBatt
ORD-2026-0017,QC Incoming,2026-05-07 09:08:34,Quality,B2B,standard,38,EuroMotor
ORD-2026-0024,Production Completed,2026-05-07 09:26:30,Production,B2C,standard,3,IberElec
ORD-2026-0034,Production Started,2026-05-07 09:30:55,Production,B2C,standard,1,EuroMotor
ORD-2026-0035,Sales Order Received,2026-05-07 09:51:00,Sales,B2C,standard,1,EuroMotor
ORD-2026-0035,Credit Check,2026-05-07 10:02:48,Finance,B2C,standard,1,EuroMotor
ORD-2026-0017,Production Started,2026-05-07 10:12:52,Production,B2B,standard,38,EuroMotor
ORD-2026-0015,Production Started,2026-05-07 10:22:24,Production,B2C,urgent,3,EuroMotor
ORD-2026-0008,Production Completed,2026-05-07 10:49:08,Production,B2C,standard,3,EuroMotor
ORD-2026-0024,QC Finished Goods,2026-05-07 11:03:58,Quality,B2C,standard,3,IberElec
ORD-2026-0035,MRP Calculation,2026-05-07 11:09:24,Planning,B2C,standard,1,EuroMotor
ORD-2026-0025,Production Completed,2026-05-07 11:33:33,Production,B2C,standard,2,AsiaBatt
ORD-2026-0008,QC Finished Goods,2026-05-07 11:34:12,Quality,B2C,standard,3,EuroMotor
ORD-2026-0002,Delivered,2026-05-07 11:43:55,Logistics,B2C,standard,1,EuroMotor
ORD-2026-0008,Production Started,2026-05-07 13:00:45,Production,B2C,standard,3,EuroMotor
ORD-2026-0012,Delivered,2026-05-07 13:19:24,Logistics,B2B,standard,7,AsiaBatt
ORD-2026-0009,Production Completed,2026-05-07 13:57:59,Production,B2C,urgent,3,EuroMotor
ORD-2026-0025,QC Finished Goods,2026-05-07 14:12:44,Quality,B2C,standard,2,AsiaBatt
ORD-2026-0024,Packaging,2026-05-07 14:21:03,Warehouse,B2C,standard,3,IberElec
ORD-2026-0025,Packaging,2026-05-07 15:41:27,Warehouse,B2C,standard,2,AsiaBatt
ORD-2026-0024,Shipping,2026-05-07 16:02:27,Logistics,B2C,standard,3,IberElec
ORD-2026-0036,Sales Order Received,2026-05-07 16:25:00,Sales,B2C,standard,2,PowerTech
ORD-2026-0036,Credit Check,2026-05-07 16:44:54,Finance,B2C,standard,2,PowerTech
ORD-2026-0023,Delivered,2026-05-07 16:56:57,Logistics,B2C,standard,2,AsiaBatt
ORD-2026-0037,Sales Order Received,2026-05-07 16:59:00,Sales,B2C,standard,2,PowerTech
ORD-2026-0025,Shipping,2026-05-07 17:07:24,Logistics,B2C,standard,2,AsiaBatt
ORD-2026-0037,Credit Check,2026-05-07 17:16:05,Finance,B2C,standard,2,PowerTech
ORD-2026-0009,QC Finished Goods,2026-05-07 17:17:27,Quality,B2C,urgent,3,EuroMotor
ORD-2026-0037,MRP Calculation,2026-05-07 17:52:45,Planning,B2C,standard,2,PowerTech
ORD-2026-0009,Production Started,2026-05-08 08:46:13,Production,B2C,urgent,3,EuroMotor
