case_id,activity,timestamp,resource,customer_type,priority,quantity,supplier
ORD-2025-0020,Sales Order Received,2025-10-15 15:14:00,Sales,B2C,urgent,3,AsiaBatt
ORD-2025-0020,Credit Check,2025-10-15 15:20:53,Finance,B2C,urgent,3,AsiaBatt
ORD-2025-0008,QC Incoming,2025-10-15 16:28:36,Quality,B2C,standard,2,EuroMotor
ORD-2025-0002,QC Finished Goods,2025-10-15 17:30:58,Quality,B2C,standard,2,AsiaBatt
ORD-2025-0021,Sales Order Received,2025-10-16 10:30:00,Sales,B2C,standard,2,PowerTech
ORD-2025-0008,Production Started,2025-10-16 10:41:19,Production,B2C,standard,2,EuroMotor
ORD-2025-0021,Credit Check,2025-10-16 10:41:30,Finance,B2C,standard,2,PowerTech
ORD-2025-0020,MRP Calculation,2025-10-16 10:59:35,Planning,B2C,urgent,3,AsiaBatt
ORD-2025-0012,Components Received,2025-10-16 11:34:13,Warehouse,B2B,urgent,36,IberElec
ORD-2025-0002,Packaging,2025-10-16 11:44:20,Warehouse,B2C,standard,2,AsiaBatt
ORD-2025-0022,Sales Order Received,2025-10-16 12:23:00,Sales,B2C,standard,3,PowerTech
ORD-2025-0022,Credit Check,2025-10-16 12:32:31,Finance,B2C,standard,3,PowerTech
ORD-2025-0023,Sales Order Received,2025-10-16 13:13:00,Sales,B2C,standard,1,AsiaBatt
ORD-2025-0023,Credit Check,2025-10-16 13:30:02,Finance,B2C,standard,1,AsiaBatt
ORD-2025-0024,Sales Order Received,2025-10-16 13:34:00,Sales,B2C,standard,2,PowerTech
ORD-2025-0002,Shipping,2025-10-16 13:37:31,Logistics,B2C,standard,2,AsiaBatt
ORD-2025-0004,Delivered,2025-10-16 13:52:31,Logistics,B2B,standard,7,IberElec
ORD-2025-0024,Credit Check,2025-10-16 14:00:38,Finance,B2C,standard,2,PowerTech
ORD-2025-0021,MRP Calculation,2025-10-16 14:08:18,Planning,B2C,standard,2,PowerTech
ORD-2025-0012,QC Incoming,2025-10-16 14:26:24,Quality,B2B,urgent,36,IberElec
ORD-2025-0012,Production Started,2025-10-16 17:34:15,Production,B2B,urgent,36,IberElec
ORD-2025-0017,Components Received,2025-10-17 08:03:08,Warehouse,B2C,standard,2,EuroMotor
ORD-2025-0025,Sales Order Received,2025-10-17 08:19:00,Sales,B2C,urgent,2,PowerTech
ORD-2025-0021,Purchase Order Created,2025-10-17 08:20:34,Purchasing,B2C,standard,2,PowerTech
ORD-2025-0025,Credit Check,2025-10-17 08:28:26,Finance,B2C,urgent,2,PowerTech
ORD-2025-0023,MRP Calculation,2025-10-17 08:33:38,Planning,B2C,standard,1,AsiaBatt
ORD-2025-0022,MRP Calculation,2025-10-17 09:13:56,Planning,B2C,standard,3,PowerTech
ORD-2025-0016,Components Received,2025-10-17 09:19:43,Warehouse,B2C,urgent,1,EuroMotor
ORD-2025-0015,Components Received,2025-10-17 09:55:57,Warehouse,B2C,standard,3,AsiaBatt
ORD-2025-0020,Purchase Order Created,2025-10-17 09:59:01,Purchasing,B2C,urgent,3,AsiaBatt
ORD-2025-0013,Components Received,2025-10-17 10:00:37,Warehouse,B2C,standard,2,AsiaBatt
ORD-2025-0024,MRP Calculation,2025-10-17 10:32:42,Planning,B2C,standard,2,PowerTech
ORD-2025-0014,Components Received,2025-10-17 10:40:18,Warehouse,B2C,standard,3,AsiaBatt
ORD-2025-0013,QC Incoming,2025-10-17 11:12:36,Quality,B2C,standard,2,AsiaBatt
ORD-2025-0026,Sales Order Received,2025-10-17 11:30:00,Sales,B2C,standard,2,IberElec
ORD-2025-0025,MRP Calculation,2025-10-17 11:33:55,Planning,B2C,urgent,2,PowerTech
ORD-2025-0022,Purchase Order Created,2025-10-17 11:39:45,Purchasing,B2C,standard,3,PowerTech
ORD-2025-0026,Credit Check,2025-10-17 11:43:10,Finance,B2C,standard,2,IberElec
ORD-2025-0016,QC Incoming,2025-10-17 12:12:26,Quality,B2C,urgent,1,EuroMotor
ORD-2025-0017,QC Incoming,2025-10-17 12:26:25,Quality,B2C,standard,2,EuroMotor
ORD-2025-0015,QC Incoming,2025-10-17 12:38:00,Quality,B2C,standard,3,AsiaBatt
ORD-2025-0024,Purchase Order Created,2025-10-17 13:22:45,Purchasing,B2C,standard,2,PowerTech
ORD-2025-0018,Components Received,2025-10-17 13:39:39,Warehouse,B2C,urgent,1,IberElec
ORD-2025-0016,Production Started,2025-10-17 13:46:52,Production,B2C,urgent,1,EuroMotor
ORD-2025-0017,Production Started,2025-10-17 14:05:12,Production,B2C,standard,2,EuroMotor
ORD-2025-0013,Production Started,2025-10-17 14:49:19,Production,B2C,standard,2,AsiaBatt
ORD-2025-0008,Production Completed,2025-10-17 15:11:10,Production,B2C,standard,2,EuroMotor
ORD-2025-0025,Purchase Order Created,2025-10-17 15:23:25,Purchasing,B2C,urgent,2,PowerTech
ORD-2025-0027,Sales Order Received,2025-10-17 16:19:00,Sales,B2B,urgent,3,IberElec
ORD-2025-0027,Credit Check,2025-10-17 16:23:40,Finance,B2B,urgent,3,IberElec
ORD-2025-0015,Production Started,2025-10-17 16:30:13,Production,B2C,standard,3,AsiaBatt
ORD-2025-0026,Production Started,2025-10-17 16:46:52,Production,B2C,standard,2,IberElec
ORD-2025-0014,QC Incoming,2025-10-17 16:56:52,Quality,B2C,standard,3,AsiaBatt
ORD-2025-0008,QC Finished Goods,2025-10-20 08:10:26,Quality,B2C,standard,2,EuroMotor
ORD-2025-0009,Production Completed,2025-10-20 08:38:03,Production,B2C,standard,2,EuroMotor
ORD-2025-0028,Sales Order Received,2025-10-20 09:03:00,Sales,B2C,standard,2,EuroMotor
ORD-2025-0028,Credit Check,2025-10-20 09:16:31,Finance,B2C,standard,2,EuroMotor
ORD-2025-0029,Sales Order Received,2025-10-20 09:33:00,Sales,B2B,standard,8,PowerTech
ORD-2025-0023,Purchase Order Created,2025-10-20 09:37:34,Purchasing,B2C,standard,1,AsiaBatt
ORD-2025-0029,Credit Check,2025-10-20 09:52:25,Finance,B2B,standard,8,PowerTech
ORD-2025-0030,Sales Order Received,2025-10-20 10:05:00,Sales,B2C,standard,3,PowerTech
ORD-2025-0031,Sales Order Received,2025-10-20 10:19:00,Sales,B2C,standard,3,PowerTech
ORD-2025-0030,Credit Check,2025-10-20 10:21:09,Finance,B2C,standard,3,PowerTech
ORD-2025-0031,Credit Check,2025-10-20 10:34:12,Finance,B2C,standard,3,PowerTech
ORD-2025-0032,Sales Order Received,2025-10-20 11:08:00,Sales,B2C,standard,2,EuroMotor
ORD-2025-0008,Packaging,2025-10-20 11:16:27,Warehouse,B2C,standard,2,EuroMotor
ORD-2025-0009,QC Finished Goods,2025-10-20 11:17:17,Quality,B2C,standard,2,EuroMotor
ORD-2025-0032,Credit Check,2025-10-20 11:17:55,Finance,B2C,standard,2,EuroMotor
ORD-2025-0027,MRP Calculation,2025-10-20 11:24:32,Planning,B2B,urgent,3,IberElec
ORD-2025-0014,Production Started,2025-10-20 11:36:05,Production,B2C,standard,3,AsiaBatt
ORD-2025-0018,QC Incoming,2025-10-20 11:57:32,Quality,B2C,urgent,1,IberElec
ORD-2025-0028,Order Cancelled,2025-10-20 12:17:14,Sales,B2C,standard,2,EuroMotor
ORD-2025-0008,Shipping,2025-10-20 12:42:34,Logistics,B2C,standard,2,EuroMotor
ORD-2025-0030,Order Cancelled,2025-10-20 12:56:00,Sales,B2C,standard,3,PowerTech
ORD-2025-0009,Packaging,2025-10-20 13:08:37,Warehouse,B2C,standard,2,EuroMotor
ORD-2025-0009,Shipping,2025-10-20 14:34:51,Logistics,B2C,standard,2,EuroMotor
ORD-2025-0005,Delivered,2025-10-20 14:48:23,Logistics,B2C,standard,3,AsiaBatt
ORD-2025-0032,MRP Calculation,2025-10-20 15:06:19,Planning,B2C,standard,2,EuroMotor
ORD-2025-0033,Sales Order Received,2025-10-20 15:53:00,Sales,B2C,urgent,3,PowerTech
ORD-2025-0018,Production Started,2025-10-20 15:55:34,Production,B2C,urgent,1,IberElec
ORD-2025-0033,Credit Check,2025-10-20 15:59:50,Finance,B2C,urgent,3,PowerTech
ORD-2025-0012,Production Completed,2025-10-20 16:09:58,Production,B2B,urgent,36,IberElec
ORD-2025-0031,MRP Calculation,2025-10-20 16:24:58,Planning,B2C,standard,3,PowerTech
ORD-2025-0034,Sales Order Received,2025-10-20 16:58:00,Sales,B2C,standard,1,IberElec
ORD-2025-0034,Credit Check,2025-10-20 17:12:11,Finance,B2C,standard,1,IberElec
ORD-2025-0033,Production Started,2025-10-20 17:47:14,Production,B2C,urgent,3,PowerTech
ORD-2025-0012,QC Finished Goods,2025-10-21 08:20:36,Quality,B2B,urgent,36,IberElec
ORD-2025-0027,Purchase Order Created,2025-10-21 09:45:53,Purchasing,B2B,urgent,3,IberElec
ORD-2025-0035,Sales Order Received,2025-10-21 10:24:00,Sales,B2C,standard,2,AsiaBatt
ORD-2025-0035,Credit Check,2025-10-21 10:42:40,Finance,B2C,standard,2,AsiaBatt
ORD-2025-0012,Production Started,2025-10-21 11:34:57,Production,B2B,urgent,36,IberElec
ORD-2025-0026,Production Completed,2025-10-21 11:48:27,Production,B2C,standard,2,IberElec
ORD-2025-0034,MRP Calculation,2025-10-21 11:50:18,Planning,B2C,standard,1,IberElec
ORD-2025-0013,Production Completed,2025-10-21 11:53:52,Production,B2C,standard,2,AsiaBatt
ORD-2025-0002,Delivered,2025-10-21 12:07:54,Logistics,B2C,standard,2,AsiaBatt
ORD-2025-0016,Production Completed,2025-10-21 12:08:12,Production,B2C,urgent,1,EuroMotor
ORD-2025-0026,QC Finished Goods,2025-10-21 12:26:50,Quality,B2C,standard,2,IberElec
ORD-2025-0015,Production Completed,2025-10-21 12:30:11,Production,B2C,standard,3,AsiaBatt
ORD-2025-0035,MRP Calculation,2025-10-21 13:21:14,Planning,B2C,standard,2,AsiaBatt
ORD-2025-0029,MRP Calculation,2025-10-21 13:27:54,Planning,B2B,standard,8,PowerTech
ORD-2025-0013,QC Finished Goods,2025-10-21 13:32:32,Quality,B2C,standard,2,AsiaBatt
ORD-2025-0031,Purchase Order Created,2025-10-21 13:37:47,Purchasing,B2C,standard,3,PowerTech
ORD-2025-0016,QC Finished Goods,2025-10-21 13:48:29,Quality,B2C,urgent,1,EuroMotor
ORD-2025-0026,Packaging,2025-10-21 13:51:23,Warehouse,B2C,standard,2,IberElec
ORD-2025-0015,QC Finished Goods,2025-10-21 14:00:12,Quality,B2C,standard,3,AsiaBatt
ORD-2025-0032,Purchase Order Created,2025-10-21 14:47:15,Purchasing,B2C,standard,2,EuroMotor
ORD-2025-0017,Production Completed,2025-10-21 15:03:09,Production,B2C,standard,2,EuroMotor
ORD-2025-0013,Packaging,2025-10-21 15:18:21,Warehouse,B2C,standard,2,AsiaBatt
ORD-2025-0026,Shipping,2025-10-21 15:32:19,Logistics,B2C,standard,2,IberElec
ORD-2025-0016,Packaging,2025-10-21 15:38:57,Warehouse,B2C,urgent,1,EuroMotor
ORD-2025-0020,Components Received,2025-10-21 16:27:02,Warehouse,B2C,urgent,3,AsiaBatt
ORD-2025-0013,Shipping,2025-10-21 16:41:09,Logistics,B2C,standard,2,AsiaBatt
ORD-2025-0016,Shipping,2025-10-21 16:45:52,Logistics,B2C,urgent,1,EuroMotor
ORD-2025-0035,Purchase Order Created,2025-10-21 17:44:26,Purchasing,B2C,standard,2,AsiaBatt
ORD-2025-0015,Packaging,2025-10-22 08:11:33,Warehouse,B2C,standard,3,AsiaBatt
ORD-2025-0017,QC Finished Goods,2025-10-22 08:51:14,Quality,B2C,standard,2,EuroMotor
ORD-2025-0015,Shipping,2025-10-22 09:04:13,Logistics,B2C,standard,3,AsiaBatt
ORD-2025-0033,Production Completed,2025-10-22 09:28:23,Production,B2C,urgent,3,PowerTech
ORD-2025-0017,Packaging,2025-10-22 10:57:58,Warehouse,B2C,standard,2,EuroMotor
ORD-2025-0020,QC Incoming,2025-10-22 11:03:10,Quality,B2C,urgent,3,AsiaBatt
ORD-2025-0014,Production Completed,2025-10-22 11:29:52,Production,B2C,standard,3,AsiaBatt
ORD-2025-0034,Purchase Order Created,2025-10-22 11:37:47,Purchasing,B2C,standard,1,IberElec
ORD-2025-0033,QC Finished Goods,2025-10-22 12:08:17,Quality,B2C,urgent,3,PowerTech
ORD-2025-0020,Production Started,2025-10-22 12:27:27,Production,B2C,urgent,3,AsiaBatt
ORD-2025-0017,Shipping,2025-10-22 12:33:09,Logistics,B2C,standard,2,EuroMotor
ORD-2025-0014,QC Finished Goods,2025-10-22 12:56:39,Quality,B2C,standard,3,AsiaBatt
ORD-2025-0036,Sales Order Received,2025-10-22 13:01:00,Sales,B2C,standard,1,PowerTech
ORD-2025-0036,MRP Calculation,2025-10-22 13:16:59,Planning,B2C,standard,1,PowerTech
ORD-2025-0013,Delivered,2025-10-22 13:22:48,Logistics,B2C,standard,2,AsiaBatt
ORD-2025-0012,Production Completed,2025-10-22 14:19:23,Production,B2B,urgent,36,IberElec
ORD-2025-0037,Sales Order Received,2025-10-22 14:31:00,Sales,B2C,standard,3,EuroMotor
ORD-2025-0037,Credit Check,2025-10-22 14:41:09,Finance,B2C,standard,3,EuroMotor
ORD-2025-0014,Packaging,2025-10-22 14:44:39,Warehouse,B2C,standard,3,AsiaBatt
ORD-2025-0029,Purchase Order Created,2025-10-22 14:56:10,Purchasing,B2B,standard,8,PowerTech
ORD-2025-0033,Packaging,2025-10-22 15:52:11,Warehouse,B2C,urgent,3,PowerTech
ORD-2025-0038,Sales Order Received,2025-10-22 15:58:00,Sales,B2C,standard,2,PowerTech
ORD-2025-0012,QC Finished Goods,2025-10-22 16:03:34,Quality,B2B,urgent,36,IberElec
ORD-2025-0038,Credit Check,2025-10-22 16:04:00,Finance,B2C,standard,2,PowerTech
ORD-2025-0014,Shipping,2025-10-22 16:47:07,Logistics,B2C,standard,3,AsiaBatt
ORD-2025-0018,Production Completed,2025-10-22 17:04:10,Production,B2C,urgent,1,IberElec
ORD-2025-0012,Packaging,2025-10-22 17:24:15,Warehouse,B2B,urgent,36,IberElec
ORD-2025-0033,Shipping,2025-10-22 17:44:25,Logistics,B2C,urgent,3,PowerTech
ORD-2025-0037,MRP Calculation,2025-10-23 08:17:52,Planning,B2C,standard,3,EuroMotor
ORD-2025-0023,Components Received,2025-10-23 08:52:29,Warehouse,B2C,standard,1,AsiaBatt
ORD-2025-0039,Sales Order Received,2025-10-23 08:55:00,Sales,B2C,standard,2,AsiaBatt
ORD-2025-0038,Production Started,2025-10-23 08:59:40,Production,B2C,standard,2,PowerTech
ORD-2025-0039,Credit Check,2025-10-23 09:04:14,Finance,B2C,standard,2,AsiaBatt
ORD-2025-0012,Shipping,2025-10-23 09:04:50,Logistics,B2B,urgent,36,IberElec
ORD-2025-0018,QC Finished Goods,2025-10-23 09:44:17,Quality,B2C,urgent,1,IberElec
ORD-2025-0009,Delivered,2025-10-23 10:24:42,Logistics,B2C,standard,2,EuroMotor
ORD-2025-0036,Credit Check,2025-10-23 11:20:07,Finance,B2C,standard,1,PowerTech
ORD-2025-0023,QC Incoming,2025-10-23 11:43:46,Quality,B2C,standard,1,AsiaBatt
ORD-2025-0018,Production Started,2025-10-23 12:00:15,Production,B2C,urgent,1,IberElec
ORD-2025-0039,Production Started,2025-10-23 12:19:44,Production,B2C,standard,2,AsiaBatt
ORD-2025-0006,Components Received,2025-10-23 13:15:57,Warehouse,B2C,urgent,3,PowerTech
ORD-2025-0036,Purchase Order Created,2025-10-23 13:46:01,Purchasing,B2C,standard,1,PowerTech
ORD-2025-0023,Production Started,2025-10-23 14:10:20,Production,B2C,standard,1,AsiaBatt
ORD-2025-0037,Purchase Order Created,2025-10-23 15:04:08,Purchasing,B2C,standard,3,EuroMotor
ORD-2025-0006,QC Incoming,2025-10-23 15:06:50,Quality,B2C,urgent,3,PowerTech
ORD-2025-0003,Components Received,2025-10-23 16:31:26,Warehouse,B2C,standard,3,PowerTech
ORD-2025-0003,QC Incoming,2025-10-23 16:37:26,Quality,B2C,standard,3,PowerTech
ORD-2025-0027,Components Received,2025-10-23 17:37:15,Warehouse,B2B,urgent,3,IberElec
ORD-2025-0040,Sales Order Received,2025-10-24 08:14:00,Sales,B2B,standard,39,EuroMotor
ORD-2025-0006,Production Started,2025-10-24 08:15:35,Production,B2C,urgent,3,PowerTech
ORD-2025-0040,Credit Check,2025-10-24 08:20:00,Finance,B2B,standard,39,EuroMotor
ORD-2025-0035,Components Received,2025-10-24 09:10:08,Warehouse,B2C,standard,2,AsiaBatt
ORD-2025-0008,Delivered,2025-10-24 09:19:04,Logistics,B2C,standard,2,EuroMotor
ORD-2025-0035,QC Incoming,2025-10-24 09:58:38,Quality,B2C,standard,2,AsiaBatt
ORD-2025-0017,Delivered,2025-10-24 10:20:22,Logistics,B2C,standard,2,EuroMotor
ORD-2025-0026,Delivered,2025-10-24 10:30:35,Logistics,B2C,standard,2,IberElec
ORD-2025-0003,Production Started,2025-10-24 11:10:39,Production,B2C,standard,3,PowerTech
ORD-2025-0027,QC Incoming,2025-10-24 12:07:36,Quality,B2B,urgent,3,IberElec
ORD-2025-0015,Delivered,2025-10-24 12:20:54,Logistics,B2C,standard,3,AsiaBatt
ORD-2025-0037,Components Received,2025-10-24 12:31:38,Warehouse,B2C,standard,3,EuroMotor
ORD-2025-0018,Production Completed,2025-10-24 12:41:57,Production,B2C,urgent,1,IberElec
ORD-2025-0016,Delivered,2025-10-24 14:08:24,Logistics,B2C,urgent,1,EuroMotor
